Audio_ID,Speaker,Manx,English
05 Track 05 9,Illiam,Lane vie,Fully good
05 Track 05 9,Juan,Row oo tarroogh yn jerrey çhiaghtin shoh chaie?,Were you busy this last weekend?
05 Track 05 9,Illiam,"Cha row mee feer tarroogh, as uss?","I wasn’t too busy, and yourself?"
05 Track 05 9,Juan,Va mee tarroogh agglagh,I was awful busy
05 Track 05 9,Illiam,Cre ren oo?,What did you do?
05 Track 05 9,Juan,Oie Jeheiney hie mee dys yn thie-lhionney marish Bob as Tommy. Va kiaull Manninagh yindyssagh ayn,Friday night I went to the pub with Bob and Tommy. There was some wonderful Manx music on
05 Track 05 9,Illiam,Row? Quoi ren cloie?,Was there? Who played?
05 Track 05 9,Juan,Well va ram sleih ayn...cha nel mee shickyr nish,Well there were loads of people there...I’m not certain now
05 Track 05 9,Illiam,Row oo scooyrit?,Were you drunk?
05 Track 05 9,Juan,Va mee agh cha row mee cho scooyrit as Tommy!,I was but I wasn’t as drunk as Tommy!
05 Track 05 9,Illiam,Cre ren shiu giu?,What did you drink?
05 Track 05 9,Juan,Ren mee giu ushtey vea agh ren Tommy giu Rum as Coke...rouyr!,I drank whisky but Tommy drank Rum and Coke...too much!
05 Track 05 9,Illiam,Row oo skee moghrey Jesarn?,Were you tired Saturday morning?
05 Track 05 9,Juan,Va mee agh va mee kiart dy liooar fastyr Jesarn. Hie mee dys Creneash fastyr Jesarn as ren mee shooyl dys Kione Spaainagh as yn Cheyllys. V’eh yindyssagh,I was but I was right enough Saturday afternoon. I went to Cregneash Saturday afternoon and I walked to Spanish Head and the Sound. It was wonderful
05 Track 05 9,Illiam,Feer vie. Ren mee shooyl er y traie eddyr Maayl as Balley ny Loghey fastyr Jesarn as v’eh feer vie. Cre ren oo Oie Jesarn?,Very good. I walked on the beach between Michael and Ballaugh Saturday afternoon and it was very good. What did you do Saturday night?
05 Track 05 9,Juan,Ren mee tannaghtyn sthie as ren mee jeeaghyn er y çhellveeish,I stayed in and I watched the TV
05 Track 05 9,Illiam,Cre honnick oo?,What did you see?
05 Track 05 9,Juan,"Boghtynid, shen ooilley agh honnick mee Have I got News for You as va shen mie dy liooar","Rubbish, that’s all but I saw Have I got News for You and that was good enough"
05 Track 05 9,Illiam,Cha vaik mee yn çhellveeish oie Jesarn. Hie mee dys thie my vummig son bee,I didn’t see the TV on Saturday night. I went to my mum’s house for some food
05 Track 05 9,Juan,Kys t’ee?,How is she?
05 Track 05 9,Illiam,T’ee feer vie gura mie ayd. Cre ren oo Jedoonee?,She is very good thanks. What did you do on Sunday?
05 Track 05 9,Juan,Ren mee slaa yn thie Jedoonee,I painted the house on Sunday
05 Track 05 9,Illiam,Ren?,Did you?
05 Track 05 9,Juan,Ren. Ta shamyr ny ghaa jeeaghyn beggan trimshagh as ta my ven geearree mish slaa ad,I did. There is a room or two that are looking a little sad and my wife wants me to paint them
05 Track 05 9,Illiam,Juan boght! Vel yn obbyr jeant?,Poor Juan! Is the work done?
05 Track 05 9,Juan,"Bee eh jeant ayns shiaghtin, foddee. Cre ren oo Jedoonee?","It will be done in a week, maybe. What did you do on Sunday?"
05 Track 05 9,Illiam,Moghrey Jedoonee ren mee geaishtagh rish Brian Stowell er Radio Vannin as fastyr Jedoonee hie mee dys yn Ynnyd-shappal ec Balley Keeill Eoin agh cha ren mee kionnaghey veg,Sunday morning I listened to Brain Stowell on Manx Radio and Sunday afternoon I went to the Shopping Centre at St Johns but I didn’t buy anything
05 Track 05 9,Juan,Share lhiam slaa my hie ny shappal Jedoonee,I prefer painting my house than shopping on a Sunday
05 Track 05 9,Illiam,"Ta mee toiggal shen. Ansherbee, shegin dou goll...ta mee beggan anmagh","I understand that. Anyway, I have to go now...I am a little late"
05 Track 05 9,Juan,C’raad t’ou goll?,Where are you going?
05 Track 05 9,Illiam,Ta mee goll dy valley er yn oyr dy vel mee geearree jeeaghyn er Come Dine With Me er y çhellveeish,I am going home because I want to watch Come Dine With Me on the TV
05 Track 05 9,Juan,T’ou trimshagh agglagh whooinney,You’re awfully sad yessir
05 Track 05 9,Illiam,T’ou kiart bhoy...trimshagh agh maynrey!,You’re right boy...sad but happy!
06 Track 06 9,Mary,Cre ren oo riyr Bob?,What did you do last night?
06 Track 06 9,Bob,Hie mee dys Purt ny h-Inshey,I went to Peel
06 Track 06 9,Mary,Mie dy liooar as cre ren oo ayns Purt ny h-Inshey?,Good enough and what did you do in Peel?
06 Track 06 9,Bob,Hie mee dys yn Thie-bane,I went to the White House
06 Track 06 9,Mary,Quoi hie oo marish?,Who did you go with?
06 Track 06 9,Bob,Hie mee marish Tom as Illiam,I went with Tom and Illiam
06 Track 06 9,Mary,Ren oo giu rouyr ec yn Thie-bane?,Did you drink too much at the White House?
06 Track 06 9,Bob,Cha ren. Ren mee giu pint ny ghaa...shen ooilley,No. I drank a pint or two...that’s all
06 Track 06 9,Mary,Ta mee credjal oo. Jagh oo dy valley lurg yn Thie-bane?,I believe you. Did you go home after the White House?
06 Track 06 9,Bob,Cha jagh. Ren mee shooyl mygeayrt Purt ny h-Inshey as ta mee shickyr dy ren mee clashtyn yn Moddey Doo gounsternee,I didn’t. I walked about Peel and I am certain that I heard the Moddey Doo barking
06 Track 06 9,Mary,Ren oo clashtyn yn Moddey Doo gounsternee?,You heard the Moddey Doo barking?
06 Track 06 9,Bob,Ren...cha nel mee ginsh breagyn,Yes...I am not telling lies
06 Track 06 9,Mary,Ren oo fakin yn Moddey Doo?,Did you see the Moddey Doo?
06 Track 06 9,Bob,Cha ren bwooise da Jee...ta mee foast bio,No thanks be to God...I am still alive
06 Track 06 9,Mary,Quoid pint ren oo giu riyr?,How many pints did you drink?
06 Track 06 9,Bob,"Myr dooyrt mee, ren mee giu pint ny ghaa...shen ooilley","As I said, I drank a pint or two...that’s all"
06 Track 06 9,Mary,Vel oo shickyr?,Are you certain?
06 Track 06 9,Bob,Ta mee shickyr,I am certain
06 Track 06 9,Mary,As vel oo shickyr dy ren oo fakin yn Moddey Doo?,And are you certain that you saw the Moddey Doo?
06 Track 06 9,Bob,Cha ren mee fakin yn Moddey Doo agh ren mee clashtyn eh,I didn’t see the Moddey Doo but I heard it
06 Track 06 9,Mary,Gow my leshtal! Cha row oo scooyrit agh ren oo clashtyn yn Moddey Doo gounsternee,Sorry! You weren’t drunk but you heard the Moddey Doo barking
06 Track 06 9,Bob,"Shen eh...t’eh quaagh, nagh vel?","That’s it...it’s strange, isn’t it?"
06 Track 06 9,Mary,T’eh quaagh agglagh bhoy!,It’s terribly strange boy!
07 Track 07 9,Juan,Moghrey mie as kys t’ou?,Good morning how are you?
07 Track 07 9,Voirrey,"Braew, braew gura mie ayd agh cha nel yn emshyr feer vie","Fine, fine thanks but the weather isn’t very good"
07 Track 07 9,Juan,Cha nel. Va mee sy Spaainey yn çhiaghtin shoh chaie as v’eh feer çheh ayns shen,No. I was in Spain this last week gone and it was very hot there
07 Track 07 9,Voirrey,Row?,Was it?
07 Track 07 9,Juan,Va. Ren mee snaue sy cheayn dagh laa as hie mee dys ny clubbyn dagh oie!,I was. I swam in the sea every day and I went to the clubs every night!
07 Track 07 9,Voirrey,Shen yindyssagh. Row eh çheh agglagh?,That’s wonderful. Was it awfully hot?
07 Track 07 9,Juan,Cha row eh. S’mie lhiam yn çhiass as share lhiam yn emshyr sy Spaainey na ayns Mannin.,It wasn’t. I like the heat and I prefer the weather in Spain to the weather in Mannin.
07 Track 07 9,Voirrey,Ta mee toiggal shen. Cha row eh ro olk jea agh t’eh feayr as ceau fliaghey nish,I understand that. It wasn’t too bad yesterday but it is cold and raining now
07 Track 07 9,Juan,Cre gollrish vees yn emshyr mairagh?,What will the weather be like tomorrow?
07 Track 07 9,Voirrey,Er-lhiam dy bee eh feayr reesht,I reckon that it will be cold again
07 Track 07 9,Juan,T’eh agglagh nagh vel?,It’s awful isn’t it?
07 Track 07 9,Voirrey,"T’eh, agh er-lhiam dy bee yn emshyr ny share sy tourey","It is, but I reckon that the weather will be better in the summer"
07 Track 07 9,Juan,Jean oo goll ersooyl sy tourey?,Will you go away in the summer?
07 Track 07 9,Voirrey,Cha jean. Nee’m tannaghtyn ayns Mannin. As uss hene? Jean oo goll ersooyl?,No. I shall stay in Mannin. And yourself? Will you go away?
07 Track 07 9,Juan,Cha jean. Cha nel argid dy liooar aym son goll ersooyl nish,No. I don’t have enough money for going away now
07 Track 07 9,Voirrey,"Well, cha bee eh ro olk er Mannin sy tourey my vees yn emshyr braew dy liooar","Well, it won’t be so bad in Mannin in the summer if the weather will be fine enough"
07 Track 07 9,Juan,Shen kiart agh by vie lhiam goll nish...t’eh feayr as ta mee fliugh agglagh!,That’s right but I would like to go now...it is cold and I am awfully wet!
07 Track 07 9,Voirrey,As mish. Hee’m oo reesht,And me. See you again
08 Track 08 9,Peddyr,Mie lhiat jeeaghyn er y çhellveeish?,Do you like watching the TV?
08 Track 08 9,Fenella,S’mie lhiam beggan as uss hene?,I like it a little and yourself?
08 Track 08 9,Peddyr,S’mie lhiam claare ny ghaa. Cre ny claareyn share lhiat?,I like a programme or two. What are the programmes that you prefer?
08 Track 08 9,Fenella,S’mie lhiam jeeaghyn er claaryn shennaghys as yn naight,I like watching history programmes and the news
08 Track 08 9,Peddyr,Cre ny claaryn nagh mie lhiat?,What are the programmes that you don’t like?
08 Track 08 9,Fenella,Cha mie lhiam spoyrt as claaryn gollrish Strictly as X-Factor,I don’t like sport and programmes like Strictly and X-Factor
08 Track 08 9,Peddyr,Mish noadyr. Ta shen boghtynid. Vel oo jeeaghyn monney er yn naight er BBC1?,Me neither. That is rubbish. Do you watch the news on BBC1 much?
08 Track 08 9,Fenella,Cha nel monney. Share lhiam yn naight er Ammyr 4 marish John Snow,Not much. I prefer the news on Channel 4 with John Snow
08 Track 08 9,Peddyr,S’mie lhiam shen as she naighteyr yindyssagh John Snow,I like that and John Snow is a wonderful news reporter
08 Track 08 9,Fenella,Cre mychione yn Radio? Vel oo geaishtagh monney rish shen?,What about the Radio? Do you listen much to that?
08 Track 08 9,Peddyr,"Ta. S’mie lhiam geaishtagh rish Radio 4, Radio Vannin as nish as reesht Radio Bree","Yes. I like listening to Radio 4, Manx Radio and now and again Energy"
08 Track 08 9,Fenella,Cre ny claareyn t’ou geaishtagh rish er Radio Vannin?,What are the programmes that you listen to on Manx Radio?
08 Track 08 9,Peddyr,Ta mee geaishtagh rish Mandate sy voghrey choud’s ta mee gimman dys obbyr as s’mie lhiam geaishtagh rish Moghrey Jedoonee marish Brian Stowell dagh Jedoonee. Vel oo geaishtagh rish yn Radio?,I listen to Mandate in the morning whilst I am driving to work and I like listening to Moghrey Jedoonee with Brian Stowell every Sunday. Do you listen to the Radio much?
08 Track 08 9,Fenella,Nish as reesht agh share lhiam geaishtagh rish Cdyn Kiaull,Now and again but I prefer listening to music CD’s
08 Track 08 9,Peddyr,C’ren kiaull s’mie lhiat?,What sort of music do you like?
08 Track 08 9,Fenella,S’mie lhiam Kiaull y Teay as Kiaull Classicagh,I like Folk Music and Classical Music
08 Track 08 9,Peddyr,"Cha mie lhiam Kiaull y Theay, share lhiam kiaull Jazz","I don’t like Folk Music, I prefer Jazz"
08 Track 08 9,Fenella,Jee bannee mee! Shen agglagh. Cha mie lhiam Jazz er chor erbee. Vel oo bouyr?,My God! That’s awful. I don’t like Jazz at all. Are you deaf?
08 Track 08 9,Peddyr,Cha nel as ta mee shickyr dy vel Miles Davies ny share na Mozart,No and I am certain that Miles Davies is better than Mozart
08 Track 08 9,Fenella,Bouyr as bolvaneagh!,Deaf and foolish!
09 Track 09 9,Illiam,Kys t’ou Yuan bhoy?,How are you Juan boy?
09 Track 09 9,Juan,Lane vie gura mie ayd as uss hene?,Fully good thanks and yourself?
09 Track 09 9,Illiam,Cha nel mee gaccan,I’m not complaining
09 Track 09 9,Juan,Cha nel eh feeu gaggan,It’s not worth complaining
09 Track 09 9,Illiam,Cha nel peiagh erbee geaishtagh!,No-one listens!
09 Track 09 9,Juan,"Shen eh. Ansherbee, c’red t’ou jannoo jiu?","That’s it. Anyway, what are you doing today?"
09 Track 09 9,Illiam,Cha nel monney agh nee’m goll dys Purt Çhiarn mairagh,Not much but I shall go to Port Erin tomorrow
09 Track 09 9,Juan,Mie dy liooar. C’ren fa?,Good enough. Why is that?
09 Track 09 9,Illiam,By vie lhiam cur shilley er Tommy Mylchreest,I would like to have a sight on Tommy Mylchreest
09 Track 09 9,Juan,Kys ta’n dooinney hene?,How is the man himself?
09 Track 09 9,Illiam,Cha nel eh feer vie,He’s not too good
09 Track 09 9,Juan,Nagh vel eh?,Isn’t he?
09 Track 09 9,Illiam,Cha nel. T’eh shenn nish as beggan moal,No. He is old now and a little slow
09 Track 09 9,Juan,Tom boght. C’raad t’eh cummal nish?,Poor old Tom. Where is he living now?
09 Track 09 9,Illiam,Cha nel eh cummal ec yn thie nish agh ayns Southlands,He isn’t living at home but at Southlands
09 Track 09 9,Juan,Cha row fys aym er shen,I didn’t know that
09 Track 09 9,Illiam,S’mie lesh Tom loayrt Gaelg as nee’m loayrt ayns Gaelg rish mairagh,Tom likes speaking Manx and I’ll speak to him tomorrow in Manx
09 Track 09 9,Juan,Abbyr ‘hello’ rish as nee’m cur shilley er dy gerrid son cowag,Say hello to him and I’ll visit him soon for a chat
09 Track 09 9,Illiam,Nee’m shen. Hee’m oo,I’ll do that. See you
09 Track 09 9,Juan,Slane lhiat,Good bye
10 Track 10 9,Illiam,Vel oo jannoo dy mie?,Are you doing well?
10 Track 10 9,Jonee,"Ta, gura mie ayd as uss hene?","Yes, thanks and yourself?"
10 Track 10 9,Illiam,Ta mee lane vie,I am fully good
10 Track 10 9,Jonee,Ta mee credjal dy vel oo goll ersooyl dy gerrid,I believe that you are going away soon
10 Track 10 9,Illiam,Shen kiart. Nee’m goll ersooyl Jesarn shoh çheet,That’s right. I shall go away this coming Saturday
10 Track 10 9,Jonee,C’raad nee oo goll?,Where will you go?
10 Track 10 9,Illiam,Nee’m goll dys Sostyn rish shiaghtin,I shall go to England for a week
10 Track 10 9,Jonee,Mie dy liooar. C’raad?,Good enough. Where?
10 Track 10 9,Illiam,Nee’m goll dys Norwich,I shall go to Norwich
10 Track 10 9,Jonee,Bee shen yindyssagh,That will be wonderful
10 Track 10 9,Illiam,Bee. Nee’m goll er y vaatey moghrey Jesarn as lurg shen nee’m gimman dys Norwich,It will. I shall go on the boat Saturday morning and after that I shall drive to Norwich
10 Track 10 9,Jonee,Ta shen turrys liauyr,That is a long journey
10 Track 10 9,Illiam,Ta agh s’mie lhiam gimman. Nee’m tannaghtyn marish caarjyn ayns Norwich,Yes but I like driving. I shall stay with friends in Norwich
10 Track 10 9,Jonee,Jean oo tannaghtyn foddey ayns Norwich?,Will you stay long in Norwich?
10 Track 10 9,Illiam,Nee’m tannaghtyn kiare laa as lurg shen nee’m gimman dys Lunnin,I’ll stay four days and after that I’ll drive to London
10 Track 10 9,Jonee,Cha mie lhiam Lunnin,I don’t like London
10 Track 10 9,Illiam,T’eh mie dy liooar. Nee’m cur shilley er my vraar David. T’eh cummal as gobbraghey ayns Lunnin,It’s fine enough. I shall visit my brother David. He is living and working in London
10 Track 10 9,Jonee,C’red t’eh jannoo?,What is he doing?
10 Track 10 9,Illiam,She fer-lhee eshyn,He is a doctor
10 Track 10 9,Jonee,Cha row fys aym er shen,I didn’t know that
10 Track 10 9,Illiam,"Ansherbee, ta mee goll dy valley nish","Anyway, I am going home now"
10 Track 10 9,Jonee,Mie dy liooar as cair vie dys Sostyn,Good enough and have a good journey to England
10 Track 10 9,Illiam,Gura mie ayd as slane lhiat,Thanks and good bye
11 Track 11 9,Kerron,Mie lhiat ny ratçhyn?,Do you like the races?
11 Track 11 9,Jonee,S’mie...as uss?,I do...and you?
11 Track 11 9,Kerron,S’mie...t’ad yindyssagh,I do...they are wonderful
11 Track 11 9,Jonee,Vel oo goll mleeaney?,Are you going this year?
11 Track 11 9,Kerron,"Ta...as uss, vel oo goll mleeaney?","Yes...and you, are you going this year?"
11 Track 11 9,Jonee,Ta,Yes
11 Track 11 9,Kerron,C’raad t’ou jeeaghyn er ny ratçhyn?,Where do you watch the races?
11 Track 11 9,Jonee,Well ta mee cummal ayns Sulby agh share lhiam jeeaghyn er ny ratçhyn er y clieau,Well I live in Sulby but I prefer watching the races on the mountain
11 Track 11 9,Kerron,Yindyssagh. T’ad goll feer tappee er y clieau nagh vel?,Wonderful. They go very quick on the mountain don’t they?
11 Track 11 9,Jonee,"Ta, agh t’ad goll ny smoo tappee er y raad trooid Sulby!","Yes, but they go quicker on the road through Sulby!"
11 Track 11 9,Kerron,Shen kiart. S’mie lhiam jeeaghyn er ny ratçhyn ec Creg ny Baa,That’s right. I like watching the races at Creg ny Baa
11 Track 11 9,Jonee,Ta mee toiggal shen. T’ou abyl giu pint ny ghaa as jeeaghyn er ny ratçhyn,I understand that. You can drink a pint or two and watch the races
11 Track 11 9,Kerron,Shen eh. Agh mleeaney er-lhiam dy jeanym goll dys Cronk y Voddee,That’s it. But this year I reckon that I shall go to Cronk y Voddee
11 Track 11 9,Jonee,Quoi t’ou geearree cosney mleeaney?,Who do you want to win this year?
11 Track 11 9,Kerron,S’mie lhiam John McGuiness agh ta mee geearree Conor Cummins cosney mleeaney. She Manninagh eshyn!,I like John McGuiness but I want Conor Cummins to win this year. He is Manx!
11 Track 11 9,Jonee,"Shen kiart, by vie lhiam fakin Conor Cummins jannoo dy mie agh s’mie lhiam Guy Martin myrgeddyn!","That’s right, I would like to see Conor Cummins doing well but I also like Guy Martin"
11 Track 11 9,Kerron,S’mie lesh dagh ben Guy Martin. Eshyn as yn sideburns echey!,Every woman likes Guy Martin. Himself and his sideburns!
11 Track 11 9,Jonee,Nish t’ou jannoo spotçhyn. Share lhiam Conor Cummins!,Now you are joking. I prefer Conor Cummins!
11 Track 11 9,Kerron,Gow my leshtal. Vel oo goll dys ny ratçhyn son yn Senior?,I’m sorry. Are you going to the races for the Senior?
11 Track 11 9,Jonee,Ta agh cha nel shin geddyn laa seyr veih obbyr,Yes but we don’t get a holiday from work
11 Track 11 9,Kerron,Nagh vel oo?,Don’t you?
11 Track 11 9,Jonee,Cha nel...t’eh scammyltagh nagh vel?,No...it is scandalous isn’t it?
11 Track 11 9,Kerron,Ta. C’raad t’ou gobbraghey nish?,Yes. Where do you work now?
11 Track 11 9,Jonee,Ta mee gobbraghey ayns Straid Athol,I work on Athol Street
11 Track 11 9,Kerron,Cha nel shen kiart agh vel oo foast son jeeaghyn er yn Senior?,That isn’t right but you are still intending to watch the Senior?
11 Track 11 9,Jonee,Ta. S’cummey obbyr!,Yes. Sod the work!
11 Track 11 9,Kerron,Shen yn attitude kiart!,That’s the right attitude!
12 Track 12 9,Tom,Nee Manninagh Tom?,Is Tom Manx?
12 Track 12 9,Robert,"She, v’eh ruggit as troggit ayns Rhumsaa","Yes, he was born and brought up in Ramsey"
12 Track 12 9,Tom,Row eh?,Was he?
12 Track 12 9,Robert,V’eh. Hie eh dys Scoill Raad Albert as yn Ard-scoill ayns Rhumsaa,He was. He went to school at Albert Road and the Secondary School in Ramsey
12 Track 12 9,Tom,Cha row fys aym er shen,I didn’t know that
12 Track 12 9,Robert,Cre mychione Mary? Nee Manninagh ee?,What about Mary? Is she Manx?
12 Track 12 9,Tom,Er-lhiam dy row ee ruggit as troggit sy jiass agh cha nel mee shickyr,I reckon she was born and brought up in the south but I’m not certain
12 Track 12 9,Robert,"Shen kiart, gow my leshtal. Er-lhiam dy jagh ee dys scoill marish my vraar Illiam","That’s right, Sorry. I reckon that she went to school with my brother Illiam"
12 Track 12 9,Tom,Cre mychione Julie?,What about Julie?
